variant=no_classification_feedback | domain=雨天 | iteration=02
mode=expected-curve simulation | requested_peak_val_acc=1.0000
==============================================================================
Starting Dual_D standalone training
Simulated run: no_classification_feedback/雨天/iter02
Device: cuda
Source train samples: 992
Target train samples: 96
Target val samples: 26
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=117/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 6/14 | absent 8 | counts [0:7, 2:19, 9:32, 10:12, 11:6, 13:20]
target_val classes: present 6/14 | absent 8 | counts [0:2, 2:5, 9:8, 10:4, 11:2, 13:5]
Paired training classes: 6/14 | class ids [0, 2, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=50
Augmentation profile: base=0.650 | visible=0.700 | infrared=0.500 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.02, "adv_primary": 0.02, "classification": 0.0, "contrastive": 0.025, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.015}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.4527 | cls 5.4484 | tal 0.0142 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1354 | train_full 0.3021 | val_acc 0.1600 | val_f1 0.0658 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 34.372/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 1.1/0.4/0.4/0.4s | 2.3s
Epoch 002/060 | loss 4.8754 | cls 4.8379 | tal 0.1250 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2500 | train_full n/a | val_acc 0.1600 | val_f1 0.1401 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 29.452/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 003/060 | loss 4.5829 | cls 4.5251 | tal 0.1926 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2708 | train_full n/a | val_acc 0.2800 | val_f1 0.2889 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 26.725/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 004/060 | loss 4.0072 | cls 3.9518 | tal 0.1845 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3750 | train_full n/a | val_acc 0.2400 | val_f1 0.1889 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.015/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.7/0.4/0.0/0.0s | 1.1s
Epoch 005/060 | loss 3.7555 | cls 3.7167 | tal 0.1295 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.4896 | train_full 0.3438 | val_acc 0.4800 | val_f1 0.4879 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 23.764/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.4/0.4s | 2.0s
Epoch 006/060 | loss 3.5557 | cls 3.5135 | tal 0.1102 | dual_g 0.0092 | dual_d 0.0000 | train_acc 0.4271 | train_full n/a | val_acc 0.4800 | val_f1 0.4813 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 22.331/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 1.0/0.4/0.0/0.0s | 1.3s
Epoch 007/060 | loss 3.6488 | cls 3.5515 | tal 0.2642 | dual_g 0.0180 | dual_d 0.0000 | train_acc 0.4792 | train_full n/a | val_acc 0.5200 | val_f1 0.5448 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 22.286/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 008/060 | loss 3.3695 | cls 3.2818 | tal 0.2062 | dual_g 0.0259 | dual_d 0.0000 | train_acc 0.5417 | train_full n/a | val_acc 0.5200 | val_f1 0.5448 | adv/moduleC 0.00/0.25 | disc_steps 0 | grad(main/disc) 21.560/0.000 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.08/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 009/060 | loss 3.4030 | cls 3.2941 | tal 0.2509 | dual_g 0.0336 | dual_d 1.0020 | train_acc 0.5833 | train_full n/a | val_acc 0.7601 | val_f1 0.7479 | adv/moduleC 0.05/0.33 | disc_steps 3 | grad(main/disc) 21.571/2.280 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 010/060 | loss 3.3252 | cls 3.2236 | tal 0.1941 | dual_g 0.0434 | dual_d 0.9250 | train_acc 0.6146 | train_full 0.5625 | val_acc 0.4800 | val_f1 0.4538 | adv/moduleC 0.10/0.42 | disc_steps 3 | grad(main/disc) 20.789/2.291 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.4/0.4s | 2.1s
Epoch 011/060 | loss 3.1346 | cls 3.0468 | tal 0.1215 | dual_g 0.0514 | dual_d 0.9667 | train_acc 0.6771 | train_full n/a | val_acc 0.2400 | val_f1 0.1746 | adv/moduleC 0.15/0.50 | disc_steps 3 | grad(main/disc) 20.220/2.359 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 012/060 | loss 3.0431 | cls 2.9442 | tal 0.1328 | dual_g 0.0590 | dual_d 0.9112 | train_acc 0.7188 | train_full n/a | val_acc 0.5200 | val_f1 0.5434 | adv/moduleC 0.20/0.58 | disc_steps 3 | grad(main/disc) 19.942/2.156 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 013/060 | loss 2.7734 | cls 2.6628 | tal 0.1502 | dual_g 0.0655 | dual_d 1.0443 | train_acc 0.6667 | train_full n/a | val_acc 0.6000 | val_f1 0.6291 | adv/moduleC 0.25/0.67 | disc_steps 3 | grad(main/disc) 19.127/2.372 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.8/0.4/0.0/0.0s | 1.2s
Epoch 014/060 | loss 2.5904 | cls 2.4827 | tal 0.1201 | dual_g 0.0717 | dual_d 0.9923 | train_acc 0.8021 | train_full n/a | val_acc 0.5200 | val_f1 0.5448 | adv/moduleC 0.30/0.75 | disc_steps 3 | grad(main/disc) 17.028/2.302 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
Epoch 015/060 | loss 2.7800 | cls 2.6783 | tal 0.0741 | dual_g 0.0795 | dual_d 0.9911 | train_acc 0.7604 | train_full 0.6562 | val_acc 0.6000 | val_f1 0.6535 | adv/moduleC 0.35/0.83 | disc_steps 3 | grad(main/disc) 18.918/2.203 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.7/0.4/0.4/0.4s | 1.9s
Epoch 016/060 | loss 2.6703 | cls 2.5511 | tal 0.1133 | dual_g 0.0853 | dual_d 1.0071 | train_acc 0.6875 | train_full n/a | val_acc 0.8000 | val_f1 0.8480 | adv/moduleC 0.40/0.92 | disc_steps 3 | grad(main/disc) 17.290/2.269 | lr(main/disc) 7.00e-05/2.40e-05 | cuda_peak(alloc/resv) 4.09/29.15GB | phase(train/val/raw/train_eval) 0.9/0.4/0.0/0.0s | 1.3s
