variant=no_paired_contrastive | domain=雾天 | iteration=03
mode=expected-curve simulation | requested_peak_val_acc=0.9621
==============================================================================
Starting Dual_D standalone training
Simulated run: no_paired_contrastive/雾天/iter03
Device: cuda
Source train samples: 992
Target train samples: 507
Target val samples: 132
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=630/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 9/14 | absent 5 | counts [0:35, 1:18, 2:119, 6:110, 8:25, 9:50, 10:48, 12:9, 13:93]
target_val classes: present 9/14 | absent 5 | counts [0:9, 1:5, 2:30, 6:28, 8:7, 9:13, 10:13, 12:3, 13:24]
Paired training classes: 9/14 | class ids [0, 1, 2, 6, 8, 9, 10, 12, 13]
Runtime profile: batch=92 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.720 | visible=0.720 | infrared=0.720 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/2 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.035, "adv_primary": 0.035, "classification": 0.5, "contrastive": 0.0, "cycle": 0.32, "identity": 0.05, "prototype_contrastive": 0.06}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.5183 | cls 5.5321 | tal -0.0460 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0743 | train_full 0.0276 | val_acc 0.0294 | val_f1 0.0168 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 14.544/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.5/0.6/0.6/0.9s | 5.6s
Epoch 002/060 | loss 4.6003 | cls 4.6215 | tal -0.0705 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1486 | train_full n/a | val_acc 0.0661 | val_f1 0.0218 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 11.819/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
Epoch 003/060 | loss 4.2357 | cls 4.2562 | tal -0.0682 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1866 | train_full n/a | val_acc 0.1469 | val_f1 0.1122 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 10.338/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 2.9/0.6/0.0/0.0s | 3.6s
Epoch 004/060 | loss 3.8393 | cls 3.8685 | tal -0.0975 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2246 | train_full n/a | val_acc 0.2424 | val_f1 0.2064 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.405/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.8s
Epoch 005/060 | loss 3.6127 | cls 3.6517 | tal -0.1299 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2736 | train_full 0.2939 | val_acc 0.2791 | val_f1 0.2484 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.866/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.6/0.9s | 5.4s
Epoch 006/060 | loss 3.5764 | cls 3.6423 | tal -0.2198 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2500 | train_full n/a | val_acc 0.3305 | val_f1 0.2996 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.042/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
Epoch 007/060 | loss 3.3415 | cls 3.4093 | tal -0.2262 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3261 | train_full n/a | val_acc 0.3966 | val_f1 0.3566 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.902/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.8s
Epoch 008/060 | loss 3.2980 | cls 3.1897 | tal -0.2019 | dual_g 0.1688 | dual_d 0.8375 | train_acc 0.3768 | train_full n/a | val_acc 0.4700 | val_f1 0.4357 | adv/moduleC 0.04/0.07 | disc_steps 3 | grad(main/disc) 8.359/1.709 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 009/060 | loss 3.2549 | cls 2.9899 | tal -0.1904 | dual_g 0.3221 | dual_d 0.7785 | train_acc 0.4112 | train_full n/a | val_acc 0.5215 | val_f1 0.5140 | adv/moduleC 0.08/0.14 | disc_steps 3 | grad(main/disc) 8.414/1.611 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 010/060 | loss 3.3800 | cls 2.9734 | tal -0.1873 | dual_g 0.4628 | dual_d 0.7668 | train_acc 0.4330 | train_full 0.6529 | val_acc 0.5361 | val_f1 0.5385 | adv/moduleC 0.12/0.21 | disc_steps 3 | grad(main/disc) 8.795/1.541 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 011/060 | loss 3.4598 | cls 2.9125 | tal -0.1956 | dual_g 0.6060 | dual_d 0.7398 | train_acc 0.4547 | train_full n/a | val_acc 0.6390 | val_f1 0.6454 | adv/moduleC 0.17/0.29 | disc_steps 3 | grad(main/disc) 10.179/1.484 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.8s
Epoch 012/060 | loss 3.3923 | cls 2.7333 | tal -0.1970 | dual_g 0.7181 | dual_d 0.7503 | train_acc 0.5163 | train_full n/a | val_acc 0.7051 | val_f1 0.7040 | adv/moduleC 0.21/0.36 | disc_steps 3 | grad(main/disc) 9.743/1.478 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 013/060 | loss 3.3280 | cls 2.5491 | tal -0.1862 | dual_g 0.8347 | dual_d 0.6884 | train_acc 0.5562 | train_full n/a | val_acc 0.7712 | val_f1 0.7676 | adv/moduleC 0.25/0.43 | disc_steps 3 | grad(main/disc) 8.932/1.387 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.7s
Epoch 014/060 | loss 3.3615 | cls 2.4876 | tal -0.1812 | dual_g 0.9282 | dual_d 0.7177 | train_acc 0.5326 | train_full n/a | val_acc 0.7491 | val_f1 0.7417 | adv/moduleC 0.29/0.50 | disc_steps 3 | grad(main/disc) 9.680/1.395 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 015/060 | loss 3.4064 | cls 2.4241 | tal -0.1861 | dual_g 1.0381 | dual_d 0.7600 | train_acc 0.5761 | train_full 0.8185 | val_acc 0.7565 | val_f1 0.7433 | adv/moduleC 0.33/0.57 | disc_steps 3 | grad(main/disc) 9.808/1.386 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 016/060 | loss 3.4497 | cls 2.3721 | tal -0.1878 | dual_g 1.1339 | dual_d 0.7181 | train_acc 0.6178 | train_full n/a | val_acc 0.8152 | val_f1 0.8245 | adv/moduleC 0.38/0.64 | disc_steps 3 | grad(main/disc) 10.689/1.388 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 017/060 | loss 3.4676 | cls 2.3343 | tal -0.2111 | dual_g 1.1966 | dual_d 0.7638 | train_acc 0.6775 | train_full n/a | val_acc 0.8372 | val_f1 0.8261 | adv/moduleC 0.42/0.71 | disc_steps 3 | grad(main/disc) 10.707/1.409 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 018/060 | loss 3.4860 | cls 2.2685 | tal -0.2609 | dual_g 1.2958 | dual_d 0.8017 | train_acc 0.7120 | train_full n/a | val_acc 0.8372 | val_f1 0.8430 | adv/moduleC 0.46/0.79 | disc_steps 3 | grad(main/disc) 10.613/1.417 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 019/060 | loss 3.5167 | cls 2.2414 | tal -0.2702 | dual_g 1.3563 | dual_d 0.7913 | train_acc 0.7011 | train_full n/a | val_acc 0.8446 | val_f1 0.8555 | adv/moduleC 0.50/0.86 | disc_steps 3 | grad(main/disc) 12.082/1.379 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.7s
Epoch 020/060 | loss 3.5416 | cls 2.1520 | tal -0.2360 | dual_g 1.4604 | dual_d 0.8032 | train_acc 0.7210 | train_full 0.9053 | val_acc 0.8520 | val_f1 0.8451 | adv/moduleC 0.54/0.93 | disc_steps 3 | grad(main/disc) 11.739/1.372 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.9s | 5.2s
Epoch 021/060 | loss 3.4922 | cls 2.0537 | tal -0.1838 | dual_g 1.4937 | dual_d 0.8090 | train_acc 0.7826 | train_full n/a | val_acc 0.8520 | val_f1 0.8717 | adv/moduleC 0.58/1.00 | disc_steps 3 | grad(main/disc) 15.689/1.417 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 022/060 | loss 3.5043 | cls 2.0416 | tal -0.1416 | dual_g 1.5052 | dual_d 0.7777 | train_acc 0.7971 | train_full n/a | val_acc 0.8593 | val_f1 0.8785 | adv/moduleC 0.62/1.00 | disc_steps 3 | grad(main/disc) 13.256/1.361 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 023/060 | loss 3.3510 | cls 1.9570 | tal -0.1575 | dual_g 1.4412 | dual_d 0.7831 | train_acc 0.8098 | train_full n/a | val_acc 0.9034 | val_f1 0.9099 | adv/moduleC 0.67/1.00 | disc_steps 3 | grad(main/disc) 10.009/1.316 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.7s
Epoch 024/060 | loss 3.3373 | cls 1.9665 | tal -0.1790 | dual_g 1.4245 | dual_d 0.7418 | train_acc 0.8188 | train_full n/a | val_acc 0.9181 | val_f1 0.9087 | adv/moduleC 0.71/1.00 | disc_steps 3 | grad(main/disc) 12.007/1.289 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 025/060 | loss 3.3469 | cls 1.9613 | tal -0.1826 | dual_g 1.4404 | dual_d 0.7600 | train_acc 0.8351 | train_full 0.9566 | val_acc 0.8960 | val_f1 0.9046 | adv/moduleC 0.75/1.00 | disc_steps 3 | grad(main/disc) 13.890/1.306 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 026/060 | loss 3.2936 | cls 1.9470 | tal -0.1921 | dual_g 1.4043 | dual_d 0.8146 | train_acc 0.8279 | train_full n/a | val_acc 0.9034 | val_f1 0.8970 | adv/moduleC 0.79/1.00 | disc_steps 3 | grad(main/disc) 13.416/1.316 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 2.9/0.6/0.0/0.0s | 3.5s
Epoch 027/060 | loss 3.2358 | cls 1.9005 | tal -0.1776 | dual_g 1.3886 | dual_d 0.7815 | train_acc 0.8351 | train_full n/a | val_acc 0.8813 | val_f1 0.8710 | adv/moduleC 0.83/1.00 | disc_steps 3 | grad(main/disc) 10.420/1.259 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 028/060 | loss 3.1890 | cls 1.8678 | tal -0.2011 | dual_g 1.3815 | dual_d 0.8072 | train_acc 0.8424 | train_full n/a | val_acc 0.8740 | val_f1 0.8773 | adv/moduleC 0.88/1.00 | disc_steps 3 | grad(main/disc) 11.489/1.270 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.1s
Epoch 029/060 | loss 3.1190 | cls 1.8510 | tal -0.2295 | dual_g 1.3369 | dual_d 0.8184 | train_acc 0.8514 | train_full n/a | val_acc 0.9107 | val_f1 0.9103 | adv/moduleC 0.92/1.00 | disc_steps 3 | grad(main/disc) 10.970/1.311 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
Epoch 030/060 | loss 3.0370 | cls 1.7851 | tal -0.2469 | dual_g 1.3259 | dual_d 0.7991 | train_acc 0.8551 | train_full 0.9428 | val_acc 0.8740 | val_f1 0.8108 | adv/moduleC 0.96/1.00 | disc_steps 3 | grad(main/disc) 11.026/1.278 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.9s | 5.2s
