variant=no_identity | domain=雾天 | iteration=02
mode=expected-curve simulation | requested_peak_val_acc=0.9730
==============================================================================
Starting Dual_D standalone training
Simulated run: no_identity/雾天/iter02
Device: cuda
Source train samples: 992
Target train samples: 507
Target val samples: 132
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=630/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 9/14 | absent 5 | counts [0:35, 1:18, 2:119, 6:110, 8:25, 9:50, 10:48, 12:9, 13:93]
target_val classes: present 9/14 | absent 5 | counts [0:9, 1:5, 2:30, 6:28, 8:7, 9:13, 10:13, 12:3, 13:24]
Paired training classes: 9/14 | class ids [0, 1, 2, 6, 8, 9, 10, 12, 13]
Runtime profile: batch=92 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.720 | visible=0.720 | infrared=0.720 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/2 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.035, "adv_primary": 0.035, "classification": 0.5, "contrastive": 0.04, "cycle": 0.32, "identity": 0.0, "prototype_contrastive": 0.06}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.1557 | cls 5.2359 | tal -0.2675 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0942 | train_full 0.0434 | val_acc 0.0299 | val_f1 0.0231 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 13.827/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.9/0.6/0.6/0.9s | 6.0s
Epoch 002/060 | loss 4.5641 | cls 4.6299 | tal -0.2193 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1304 | train_full n/a | val_acc 0.1197 | val_f1 0.0658 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 11.647/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 4.0s
Epoch 003/060 | loss 4.1608 | cls 4.1923 | tal -0.1051 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2029 | train_full n/a | val_acc 0.2845 | val_f1 0.1781 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 10.144/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 004/060 | loss 3.9435 | cls 3.9469 | tal -0.0113 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1993 | train_full n/a | val_acc 0.3892 | val_f1 0.2921 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.622/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 005/060 | loss 3.6114 | cls 3.6176 | tal -0.0206 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2446 | train_full 0.5010 | val_acc 0.4865 | val_f1 0.3562 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.142/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.9s | 5.2s
Epoch 006/060 | loss 3.4847 | cls 3.4892 | tal -0.0152 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2826 | train_full n/a | val_acc 0.5614 | val_f1 0.4523 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.179/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 007/060 | loss 3.2793 | cls 3.2733 | tal 0.0199 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3243 | train_full n/a | val_acc 0.6062 | val_f1 0.5546 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.886/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 008/060 | loss 3.4368 | cls 3.2546 | tal 0.0414 | dual_g 0.1698 | dual_d 0.7604 | train_acc 0.3496 | train_full n/a | val_acc 0.6886 | val_f1 0.6460 | adv/moduleC 0.04/0.07 | disc_steps 3 | grad(main/disc) 8.864/1.451 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 009/060 | loss 3.4226 | cls 3.0842 | tal 0.0293 | dual_g 0.3296 | dual_d 0.7324 | train_acc 0.3967 | train_full n/a | val_acc 0.6512 | val_f1 0.6207 | adv/moduleC 0.08/0.14 | disc_steps 3 | grad(main/disc) 9.218/1.427 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.6s
Epoch 010/060 | loss 3.3711 | cls 2.9007 | tal 0.0237 | dual_g 0.4633 | dual_d 0.7277 | train_acc 0.4601 | train_full 0.6943 | val_acc 0.6886 | val_f1 0.6599 | adv/moduleC 0.12/0.21 | disc_steps 3 | grad(main/disc) 8.525/1.401 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 011/060 | loss 3.5107 | cls 2.8855 | tal 0.0395 | dual_g 0.6134 | dual_d 0.7129 | train_acc 0.4475 | train_full n/a | val_acc 0.6811 | val_f1 0.6125 | adv/moduleC 0.17/0.29 | disc_steps 3 | grad(main/disc) 9.697/1.347 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 012/060 | loss 3.4450 | cls 2.7093 | tal 0.0190 | dual_g 0.7300 | dual_d 0.7514 | train_acc 0.5109 | train_full n/a | val_acc 0.7485 | val_f1 0.7077 | adv/moduleC 0.21/0.36 | disc_steps 3 | grad(main/disc) 9.577/1.367 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
Epoch 013/060 | loss 3.5083 | cls 2.6514 | tal 0.0179 | dual_g 0.8515 | dual_d 0.7345 | train_acc 0.4656 | train_full n/a | val_acc 0.8159 | val_f1 0.7945 | adv/moduleC 0.25/0.43 | disc_steps 3 | grad(main/disc) 10.544/1.331 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 014/060 | loss 3.5560 | cls 2.5833 | tal 0.0005 | dual_g 0.9726 | dual_d 0.7647 | train_acc 0.5761 | train_full n/a | val_acc 0.7860 | val_f1 0.8176 | adv/moduleC 0.29/0.50 | disc_steps 3 | grad(main/disc) 10.812/1.371 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 015/060 | loss 3.4881 | cls 2.4455 | tal -0.0318 | dual_g 1.0521 | dual_d 0.7506 | train_acc 0.6576 | train_full 0.8264 | val_acc 0.7934 | val_f1 0.8046 | adv/moduleC 0.33/0.57 | disc_steps 3 | grad(main/disc) 11.201/1.317 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 2.9/0.6/0.6/0.9s | 5.0s
Epoch 016/060 | loss 3.5011 | cls 2.3660 | tal 0.0185 | dual_g 1.1295 | dual_d 0.7769 | train_acc 0.6395 | train_full n/a | val_acc 0.8159 | val_f1 0.8269 | adv/moduleC 0.38/0.64 | disc_steps 3 | grad(main/disc) 13.036/1.309 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.4/0.6/0.0/0.0s | 4.0s
Epoch 017/060 | loss 3.5609 | cls 2.3479 | tal -0.0584 | dual_g 1.2305 | dual_d 0.7743 | train_acc 0.6703 | train_full n/a | val_acc 0.8383 | val_f1 0.8122 | adv/moduleC 0.42/0.71 | disc_steps 3 | grad(main/disc) 12.473/1.331 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.6/0.0/0.0s | 3.7s
Epoch 018/060 | loss 3.6449 | cls 2.2742 | tal -0.0070 | dual_g 1.3729 | dual_d 0.7367 | train_acc 0.6721 | train_full n/a | val_acc 0.8233 | val_f1 0.8099 | adv/moduleC 0.46/0.79 | disc_steps 3 | grad(main/disc) 11.667/1.277 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 019/060 | loss 3.6035 | cls 2.2034 | tal -0.0581 | dual_g 1.4176 | dual_d 0.7523 | train_acc 0.7174 | train_full n/a | val_acc 0.8233 | val_f1 0.8274 | adv/moduleC 0.50/0.86 | disc_steps 3 | grad(main/disc) 12.372/1.286 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
