variant=no_identity | domain=雾天 | iteration=01
mode=expected-curve simulation | requested_peak_val_acc=1.0000
==============================================================================
Starting Dual_D standalone training
Simulated run: no_identity/雾天/iter01
Device: cuda
Source train samples: 992
Target train samples: 507
Target val samples: 132
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=630/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 9/14 | absent 5 | counts [0:35, 1:18, 2:119, 6:110, 8:25, 9:50, 10:48, 12:9, 13:93]
target_val classes: present 9/14 | absent 5 | counts [0:9, 1:5, 2:30, 6:28, 8:7, 9:13, 10:13, 12:3, 13:24]
Paired training classes: 9/14 | class ids [0, 1, 2, 6, 8, 9, 10, 12, 13]
Runtime profile: batch=92 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.720 | visible=0.720 | infrared=0.720 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/2 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.035, "adv_primary": 0.035, "classification": 0.5, "contrastive": 0.04, "cycle": 0.32, "identity": 0.0, "prototype_contrastive": 0.06}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.3600 | cls 5.3660 | tal -0.0201 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0924 | train_full 0.0966 | val_acc 0.1538 | val_f1 0.0898 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 14.681/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.77/29.14GB | phase(train/val/raw/train_eval) 3.8/0.6/0.6/0.9s | 5.8s
Epoch 002/060 | loss 4.5427 | cls 4.5318 | tal 0.0364 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1196 | train_full n/a | val_acc 0.1769 | val_f1 0.1109 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 12.162/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 003/060 | loss 4.1316 | cls 4.1392 | tal -0.0254 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1884 | train_full n/a | val_acc 0.2154 | val_f1 0.1428 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 10.608/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 3.0/0.7/0.0/0.0s | 3.7s
Epoch 004/060 | loss 3.9212 | cls 3.9291 | tal -0.0264 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2120 | train_full n/a | val_acc 0.3846 | val_f1 0.3452 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.974/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 005/060 | loss 3.6068 | cls 3.6312 | tal -0.0814 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2808 | train_full 0.4438 | val_acc 0.4077 | val_f1 0.3240 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.233/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 006/060 | loss 3.4655 | cls 3.4795 | tal -0.0464 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3043 | train_full n/a | val_acc 0.4154 | val_f1 0.3946 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.909/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 2.9/0.6/0.0/0.0s | 3.6s
Epoch 007/060 | loss 3.3604 | cls 3.3831 | tal -0.0755 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3116 | train_full n/a | val_acc 0.4847 | val_f1 0.4658 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.954/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.14GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 008/060 | loss 3.3715 | cls 3.2398 | tal -0.1270 | dual_g 0.1698 | dual_d 0.9991 | train_acc 0.3623 | train_full n/a | val_acc 0.5232 | val_f1 0.5830 | adv/moduleC 0.04/0.07 | disc_steps 3 | grad(main/disc) 8.741/1.976 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 009/060 | loss 3.3844 | cls 3.0875 | tal -0.1136 | dual_g 0.3310 | dual_d 0.9475 | train_acc 0.4076 | train_full n/a | val_acc 0.6462 | val_f1 0.6400 | adv/moduleC 0.08/0.14 | disc_steps 3 | grad(main/disc) 8.905/1.872 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 010/060 | loss 3.4101 | cls 2.9619 | tal -0.1043 | dual_g 0.4795 | dual_d 0.9370 | train_acc 0.4149 | train_full 0.6548 | val_acc 0.6538 | val_f1 0.6846 | adv/moduleC 0.12/0.21 | disc_steps 3 | grad(main/disc) 9.309/1.857 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.6/0.9s | 5.3s
Epoch 011/060 | loss 3.4571 | cls 2.8668 | tal -0.0811 | dual_g 0.6146 | dual_d 0.8875 | train_acc 0.4402 | train_full n/a | val_acc 0.6155 | val_f1 0.6408 | adv/moduleC 0.17/0.29 | disc_steps 3 | grad(main/disc) 9.603/1.775 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.0/0.7/0.0/0.0s | 3.7s
