variant=no_prototype_contrastive | domain=黑天 | iteration=01
mode=expected-curve simulation | requested_peak_val_acc=0.9833
==============================================================================
Starting Dual_D standalone training
Simulated run: no_prototype_contrastive/黑天/iter01
Device: cuda
Source train samples: 992
Target train samples: 465
Target val samples: 120
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.65, "contrastive": 0.055, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.0}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 4.9156 | cls 4.8761 | tal 0.1315 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2104 | train_full 0.2000 | val_acc 0.2313 | val_f1 0.2202 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 29.249/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 3.7/0.4/0.4/0.7s | 5.3s
Epoch 002/060 | loss 3.5940 | cls 3.5676 | tal 0.0880 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.4354 | train_full n/a | val_acc 0.3470 | val_f1 0.3864 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 23.036/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 003/060 | loss 2.9634 | cls 2.9375 | tal 0.0863 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5708 | train_full n/a | val_acc 0.6363 | val_f1 0.6022 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.843/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 004/060 | loss 2.4843 | cls 2.4568 | tal 0.0915 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6813 | train_full n/a | val_acc 0.7271 | val_f1 0.6994 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 18.997/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 005/060 | loss 2.2672 | cls 2.2381 | tal 0.0971 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7208 | train_full 0.8043 | val_acc 0.7932 | val_f1 0.7781 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 18.300/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.5/0.4/0.4/0.7s | 4.0s
Epoch 006/060 | loss 2.1611 | cls 2.0026 | tal 0.0759 | dual_g 0.1358 | dual_d 0.0000 | train_acc 0.7646 | train_full n/a | val_acc 0.7767 | val_f1 0.7508 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.846/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 007/060 | loss 2.1457 | cls 1.8699 | tal 0.1015 | dual_g 0.2453 | dual_d 0.0000 | train_acc 0.8292 | train_full n/a | val_acc 0.8015 | val_f1 0.7853 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 15.901/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 2.9s
Epoch 008/060 | loss 2.0792 | cls 1.7243 | tal 0.0284 | dual_g 0.3464 | dual_d 0.9169 | train_acc 0.8396 | train_full n/a | val_acc 0.8346 | val_f1 0.7925 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 15.524/2.227 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 009/060 | loss 2.0160 | cls 1.5873 | tal 0.0100 | dual_g 0.4257 | dual_d 0.8442 | train_acc 0.9062 | train_full n/a | val_acc 0.8758 | val_f1 0.8270 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 13.946/2.009 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 010/060 | loss 2.1153 | cls 1.5879 | tal 0.0081 | dual_g 0.5249 | dual_d 0.8164 | train_acc 0.8917 | train_full 0.9269 | val_acc 0.8924 | val_f1 0.8469 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 15.045/1.983 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.2s
Epoch 011/060 | loss 2.0407 | cls 1.4637 | tal -0.0252 | dual_g 0.5846 | dual_d 0.8013 | train_acc 0.9375 | train_full n/a | val_acc 0.9337 | val_f1 0.9238 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 12.797/1.873 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.12GB | phase(train/val/raw/train_eval) 3.0/0.4/0.0/0.0s | 3.4s
