variant=no_module_c | domain=黑天 | iteration=03
mode=expected-curve simulation | requested_peak_val_acc=0.9333
==============================================================================
Starting Dual_D standalone training
Simulated run: no_module_c/黑天/iter03
Device: cuda
Source train samples: 992
Target train samples: 465
Target val samples: 120
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.0, "contrastive": 0.0, "cycle": 0.0, "identity": 0.0, "prototype_contrastive": 0.0}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 4.8772 | cls 4.8145 | tal 0.2089 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1729 | train_full 0.1785 | val_acc 0.1725 | val_f1 0.2048 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.940/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.9/0.4/0.4/0.7s | 4.5s
Epoch 002/060 | loss 3.6565 | cls 3.6636 | tal -0.0237 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3958 | train_full n/a | val_acc 0.5411 | val_f1 0.5327 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 21.319/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
Epoch 003/060 | loss 3.0990 | cls 3.1021 | tal -0.0104 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5437 | train_full n/a | val_acc 0.4706 | val_f1 0.5560 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.189/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 004/060 | loss 2.6002 | cls 2.5989 | tal 0.0044 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6583 | train_full n/a | val_acc 0.6745 | val_f1 0.6615 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 19.117/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 005/060 | loss 2.3177 | cls 2.3357 | tal -0.0601 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7000 | train_full 0.8000 | val_acc 0.7607 | val_f1 0.7283 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 17.862/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.8s | 4.3s
Epoch 006/060 | loss 2.0497 | cls 2.0725 | tal -0.0758 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.8104 | train_full n/a | val_acc 0.7372 | val_f1 0.7017 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.190/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 007/060 | loss 1.9102 | cls 1.9190 | tal -0.0292 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.8333 | train_full n/a | val_acc 0.7372 | val_f1 0.7402 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 16.235/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 3.0s
Epoch 008/060 | loss 1.8140 | cls 1.8253 | tal -0.0420 | dual_g 0.0013 | dual_d 1.0034 | train_acc 0.8521 | train_full n/a | val_acc 0.8470 | val_f1 0.8208 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 15.896/2.087 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 009/060 | loss 1.6870 | cls 1.6929 | tal -0.0251 | dual_g 0.0016 | dual_d 1.1968 | train_acc 0.8875 | train_full n/a | val_acc 0.8235 | val_f1 0.7850 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 13.368/2.290 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 010/060 | loss 1.6257 | cls 1.6485 | tal -0.0831 | dual_g 0.0021 | dual_d 1.2233 | train_acc 0.9021 | train_full 0.9183 | val_acc 0.8392 | val_f1 0.8215 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 13.384/2.263 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.2s
Epoch 011/060 | loss 1.5233 | cls 1.5519 | tal -0.1033 | dual_g 0.0024 | dual_d 1.2992 | train_acc 0.9229 | train_full n/a | val_acc 0.8627 | val_f1 0.8442 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 13.075/2.344 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 012/060 | loss 1.4827 | cls 1.5095 | tal -0.0997 | dual_g 0.0031 | dual_d 1.3230 | train_acc 0.9271 | train_full n/a | val_acc 0.8548 | val_f1 0.8325 | adv/moduleC 0.25/0.58 | disc_steps 15 | grad(main/disc) 12.107/2.351 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
Epoch 013/060 | loss 1.4398 | cls 1.4484 | tal -0.0403 | dual_g 0.0036 | dual_d 1.3049 | train_acc 0.9458 | train_full n/a | val_acc 0.8783 | val_f1 0.8504 | adv/moduleC 0.30/0.67 | disc_steps 15 | grad(main/disc) 10.679/2.293 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 014/060 | loss 1.4660 | cls 1.4366 | tal 0.0845 | dual_g 0.0040 | dual_d 1.2944 | train_acc 0.9521 | train_full n/a | val_acc 0.8783 | val_f1 0.8664 | adv/moduleC 0.35/0.75 | disc_steps 15 | grad(main/disc) 10.725/2.279 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.8/0.4/0.0/0.0s | 3.2s
Epoch 015/060 | loss 1.3614 | cls 1.3535 | tal 0.0083 | dual_g 0.0054 | dual_d 1.2462 | train_acc 0.9563 | train_full 0.9634 | val_acc 0.8705 | val_f1 0.8668 | adv/moduleC 0.40/0.83 | disc_steps 15 | grad(main/disc) 8.255/2.197 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.2s
Epoch 016/060 | loss 1.3526 | cls 1.3674 | tal -0.0684 | dual_g 0.0058 | dual_d 1.2244 | train_acc 0.9542 | train_full n/a | val_acc 0.9019 | val_f1 0.9059 | adv/moduleC 0.45/0.92 | disc_steps 15 | grad(main/disc) 9.703/2.180 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 017/060 | loss 1.3045 | cls 1.3411 | tal -0.1445 | dual_g 0.0068 | dual_d 1.2058 | train_acc 0.9833 | train_full n/a | val_acc 0.9098 | val_f1 0.9106 | adv/moduleC 0.50/1.00 | disc_steps 15 | grad(main/disc) 8.538/2.151 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
