variant=no_classification_feedback | domain=雾天 | iteration=02
mode=expected-curve simulation | requested_peak_val_acc=0.9470
==============================================================================
Starting Dual_D standalone training
Simulated run: no_classification_feedback/雾天/iter02
Device: cuda
Source train samples: 992
Target train samples: 507
Target val samples: 132
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=630/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 9/14 | absent 5 | counts [0:35, 1:18, 2:119, 6:110, 8:25, 9:50, 10:48, 12:9, 13:93]
target_val classes: present 9/14 | absent 5 | counts [0:9, 1:5, 2:30, 6:28, 8:7, 9:13, 10:13, 12:3, 13:24]
Paired training classes: 9/14 | class ids [0, 1, 2, 6, 8, 9, 10, 12, 13]
Runtime profile: batch=92 | paired_steps=6 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=45 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.720 | visible=0.720 | infrared=0.720 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/2 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.035, "adv_primary": 0.035, "classification": 0.0, "contrastive": 0.04, "cycle": 0.32, "identity": 0.05, "prototype_contrastive": 0.06}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 5.1557 | cls 5.2359 | tal -0.2675 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.0942 | train_full 0.0434 | val_acc 0.0291 | val_f1 0.0224 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 13.827/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 4.0/0.6/0.6/0.9s | 6.1s
Epoch 002/060 | loss 4.5641 | cls 4.6299 | tal -0.2193 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1304 | train_full n/a | val_acc 0.1165 | val_f1 0.0630 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 11.647/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.5/0.6/0.0/0.0s | 4.1s
Epoch 003/060 | loss 4.1608 | cls 4.1923 | tal -0.1051 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2029 | train_full n/a | val_acc 0.2768 | val_f1 0.1716 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 10.144/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
Epoch 004/060 | loss 3.9435 | cls 3.9469 | tal -0.0113 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1993 | train_full n/a | val_acc 0.3788 | val_f1 0.2832 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.622/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.7/0.0/0.0s | 4.0s
Epoch 005/060 | loss 3.6114 | cls 3.6176 | tal -0.0206 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2446 | train_full 0.5010 | val_acc 0.4735 | val_f1 0.3451 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.142/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.6/0.9s | 5.3s
Epoch 006/060 | loss 3.4847 | cls 3.4892 | tal -0.0152 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.2826 | train_full n/a | val_acc 0.5464 | val_f1 0.4396 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 9.179/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.8s
Epoch 007/060 | loss 3.2793 | cls 3.2733 | tal 0.0199 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3243 | train_full n/a | val_acc 0.5900 | val_f1 0.5408 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 8.886/0.000 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 008/060 | loss 3.2926 | cls 3.2550 | tal 0.0391 | dual_g 0.0259 | dual_d 0.7641 | train_acc 0.3496 | train_full n/a | val_acc 0.6629 | val_f1 0.6254 | adv/moduleC 0.04/0.07 | disc_steps 3 | grad(main/disc) 8.789/1.455 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.0/0.0s | 3.9s
Epoch 009/060 | loss 3.1471 | cls 3.0885 | tal 0.0279 | dual_g 0.0502 | dual_d 0.7472 | train_acc 0.4022 | train_full n/a | val_acc 0.6411 | val_f1 0.6111 | adv/moduleC 0.08/0.14 | disc_steps 3 | grad(main/disc) 9.019/1.442 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.1/0.6/0.0/0.0s | 3.7s
Epoch 010/060 | loss 2.9896 | cls 2.9111 | tal 0.0188 | dual_g 0.0728 | dual_d 0.7524 | train_acc 0.4438 | train_full 0.6529 | val_acc 0.6411 | val_f1 0.6257 | adv/moduleC 0.12/0.21 | disc_steps 3 | grad(main/disc) 8.320/1.445 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.3/0.6/0.6/0.9s | 5.4s
Epoch 011/060 | loss 2.9965 | cls 2.8838 | tal 0.0631 | dual_g 0.0938 | dual_d 0.7599 | train_acc 0.4366 | train_full n/a | val_acc 0.6848 | val_f1 0.6584 | adv/moduleC 0.17/0.29 | disc_steps 3 | grad(main/disc) 8.988/1.407 | lr(main/disc) 6.00e-05/3.00e-05 | cuda_peak(alloc/resv) 21.78/29.15GB | phase(train/val/raw/train_eval) 3.2/0.6/0.0/0.0s | 3.8s
