variant=no_classification_feedback | domain=黑天 | iteration=03
mode=expected-curve simulation | requested_peak_val_acc=0.9500
==============================================================================
Starting Dual_D standalone training
Simulated run: no_classification_feedback/黑天/iter03
Device: cuda
Source train samples: 992
Target train samples: 465
Target val samples: 120
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.0, "contrastive": 0.055, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.025}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 4.8772 | cls 4.8145 | tal 0.2089 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1729 | train_full 0.1785 | val_acc 0.1756 | val_f1 0.2074 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.940/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.9/0.4/0.4/0.7s | 4.4s
Epoch 002/060 | loss 3.6565 | cls 3.6636 | tal -0.0237 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3958 | train_full n/a | val_acc 0.5508 | val_f1 0.5409 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 21.319/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 003/060 | loss 3.0990 | cls 3.1021 | tal -0.0104 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5437 | train_full n/a | val_acc 0.4790 | val_f1 0.5631 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.189/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 004/060 | loss 2.6002 | cls 2.5989 | tal 0.0044 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6583 | train_full n/a | val_acc 0.6866 | val_f1 0.6718 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 19.117/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 005/060 | loss 2.3177 | cls 2.3357 | tal -0.0601 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7000 | train_full 0.8000 | val_acc 0.7743 | val_f1 0.7399 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 17.862/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.2s
Epoch 006/060 | loss 2.0620 | cls 2.0724 | tal -0.0786 | dual_g 0.0132 | dual_d 0.0000 | train_acc 0.8125 | train_full n/a | val_acc 0.7743 | val_f1 0.7361 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.153/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 007/060 | loss 1.9428 | cls 1.9307 | tal -0.0381 | dual_g 0.0236 | dual_d 0.0000 | train_acc 0.8292 | train_full n/a | val_acc 0.8063 | val_f1 0.8065 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 16.095/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 2.9s
Epoch 008/060 | loss 1.8327 | cls 1.8255 | tal -0.0936 | dual_g 0.0353 | dual_d 0.9169 | train_acc 0.8500 | train_full n/a | val_acc 0.8701 | val_f1 0.8593 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 16.380/1.974 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 009/060 | loss 1.7207 | cls 1.6874 | tal -0.0421 | dual_g 0.0459 | dual_d 0.9525 | train_acc 0.8958 | train_full n/a | val_acc 0.8382 | val_f1 0.8105 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 13.361/1.982 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 010/060 | loss 1.6604 | cls 1.6402 | tal -0.1101 | dual_g 0.0532 | dual_d 0.9412 | train_acc 0.9062 | train_full 0.9247 | val_acc 0.8622 | val_f1 0.8556 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 13.440/1.916 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.2s
Epoch 011/060 | loss 1.5901 | cls 1.5652 | tal -0.1233 | dual_g 0.0619 | dual_d 0.9893 | train_acc 0.9208 | train_full n/a | val_acc 0.8782 | val_f1 0.8547 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 12.921/1.962 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 012/060 | loss 1.5132 | cls 1.5030 | tal -0.1930 | dual_g 0.0681 | dual_d 0.9968 | train_acc 0.9313 | train_full n/a | val_acc 0.9101 | val_f1 0.9023 | adv/moduleC 0.25/0.58 | disc_steps 15 | grad(main/disc) 11.780/1.934 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
Epoch 013/060 | loss 1.4728 | cls 1.4526 | tal -0.1842 | dual_g 0.0754 | dual_d 1.0018 | train_acc 0.9417 | train_full n/a | val_acc 0.9101 | val_f1 0.8797 | adv/moduleC 0.30/0.67 | disc_steps 15 | grad(main/disc) 10.437/1.924 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.5/0.4/0.0/0.0s | 3.0s
Epoch 014/060 | loss 1.4628 | cls 1.4150 | tal -0.1125 | dual_g 0.0816 | dual_d 0.9921 | train_acc 0.9583 | train_full n/a | val_acc 0.8941 | val_f1 0.8740 | adv/moduleC 0.35/0.75 | disc_steps 15 | grad(main/disc) 11.273/1.872 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
Epoch 015/060 | loss 1.3854 | cls 1.3533 | tal -0.1758 | dual_g 0.0848 | dual_d 0.9719 | train_acc 0.9667 | train_full 0.9677 | val_acc 0.8941 | val_f1 0.8682 | adv/moduleC 0.40/0.83 | disc_steps 15 | grad(main/disc) 8.725/1.811 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.4/0.7s | 4.1s
