variant=no_paired_contrastive | domain=黑天 | iteration=03
mode=expected-curve simulation | requested_peak_val_acc=0.9833
==============================================================================
Starting Dual_D standalone training
Simulated run: no_paired_contrastive/黑天/iter03
Device: cuda
Source train samples: 992
Target train samples: 465
Target val samples: 120
Classes: 14
Data audit: same_dir=False | path_overlap(vis/ir/ais)=0/0/0 | content_overlap(vis/ir/ais)=0/0/0 | ais_index_overlap=0 | stem_mismatch(vis-ir/vis-ais)=578/0
source_train classes: present 14/14 | absent 0 | counts [0:120, 1:44, 2:69, 3:45, 4:40, 5:30, 6:64, 7:80, 8:116, 9:68, 10:57, 11:83, 12:48, 13:128]
target_train classes: present 8/14 | absent 6 | counts [0:100, 2:11, 3:16, 6:89, 9:162, 10:12, 11:44, 13:31]
target_val classes: present 8/14 | absent 6 | counts [0:26, 2:3, 3:5, 6:23, 9:41, 10:3, 11:11, 13:8]
Paired training classes: 8/14 | class ids [0, 2, 3, 6, 9, 10, 11, 13]
Runtime profile: batch=16 | paired_steps=30 | workers=16 | train_eval_every=5 | raw_eval_every=5 | stability_window=4 | lr_scheduler_start=28 | checkpoint_select_from=40 | early_stop=15 after min_epoch=55
Augmentation profile: base=0.600 | visible=0.600 | infrared=0.550 | freeze_frozen_batch_norm_stats=True
VIS/IR pairing: class-level-unpaired | count-mismatch classes train/val: 10/0 | AIS alignment: none | AIS rows train/val: 0/0
Effective Dual-D loss weights: {"adv_auxiliary": 0.025, "adv_primary": 0.025, "classification": 0.65, "contrastive": 0.0, "cycle": 0.12, "identity": 0.025, "prototype_contrastive": 0.025}
Model parameters: total=17277714 | trainable=17120210
Epoch 001/060 | loss 4.8772 | cls 4.8145 | tal 0.2089 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.1729 | train_full 0.1785 | val_acc 0.1817 | val_f1 0.2127 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 25.940/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.9/0.4/0.4/0.7s | 4.4s
Epoch 002/060 | loss 3.6565 | cls 3.6636 | tal -0.0237 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.3958 | train_full n/a | val_acc 0.5701 | val_f1 0.5574 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 21.319/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 003/060 | loss 3.0990 | cls 3.1021 | tal -0.0104 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.5437 | train_full n/a | val_acc 0.4958 | val_f1 0.5774 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 20.189/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 004/060 | loss 2.6002 | cls 2.5989 | tal 0.0044 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.6583 | train_full n/a | val_acc 0.7106 | val_f1 0.6922 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 19.117/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.1s
Epoch 005/060 | loss 2.3177 | cls 2.3357 | tal -0.0601 | dual_g 0.0000 | dual_d 0.0000 | train_acc 0.7000 | train_full 0.8000 | val_acc 0.8015 | val_f1 0.7630 | adv/moduleC 0.00/0.00 | disc_steps 0 | grad(main/disc) 17.862/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.8/0.4/0.4/0.7s | 4.3s
Epoch 006/060 | loss 2.1730 | cls 2.0632 | tal -0.0728 | dual_g 0.1317 | dual_d 0.0000 | train_acc 0.8146 | train_full n/a | val_acc 0.7767 | val_f1 0.7323 | adv/moduleC 0.00/0.08 | disc_steps 0 | grad(main/disc) 17.412/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 007/060 | loss 2.1629 | cls 1.9328 | tal -0.0661 | dual_g 0.2499 | dual_d 0.0000 | train_acc 0.8333 | train_full n/a | val_acc 0.8262 | val_f1 0.8120 | adv/moduleC 0.00/0.17 | disc_steps 0 | grad(main/disc) 16.554/0.000 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 008/060 | loss 2.1476 | cls 1.8144 | tal -0.0916 | dual_g 0.3607 | dual_d 0.8787 | train_acc 0.8542 | train_full n/a | val_acc 0.8841 | val_f1 0.8671 | adv/moduleC 0.05/0.25 | disc_steps 15 | grad(main/disc) 17.391/1.952 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.6/0.4/0.0/0.0s | 3.0s
Epoch 009/060 | loss 2.0628 | cls 1.6575 | tal -0.0701 | dual_g 0.4263 | dual_d 0.8252 | train_acc 0.8896 | train_full n/a | val_acc 0.9006 | val_f1 0.8716 | adv/moduleC 0.10/0.33 | disc_steps 15 | grad(main/disc) 13.893/1.838 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.2s
Epoch 010/060 | loss 2.1367 | cls 1.6355 | tal -0.1181 | dual_g 0.5366 | dual_d 0.7919 | train_acc 0.9083 | train_full 0.9290 | val_acc 0.8924 | val_f1 0.8813 | adv/moduleC 0.15/0.42 | disc_steps 15 | grad(main/disc) 14.950/1.762 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.4/0.7s | 4.2s
Epoch 011/060 | loss 2.1009 | cls 1.5461 | tal -0.1017 | dual_g 0.5853 | dual_d 0.7817 | train_acc 0.9250 | train_full n/a | val_acc 0.9172 | val_f1 0.8879 | adv/moduleC 0.20/0.50 | disc_steps 15 | grad(main/disc) 13.535/1.721 | lr(main/disc) 8.00e-05/2.80e-05 | cuda_peak(alloc/resv) 4.09/5.13GB | phase(train/val/raw/train_eval) 2.7/0.4/0.0/0.0s | 3.1s
